T(sec)	WE1 Volts(mV)	WE1 Idir(mA)	WE1 Idif (mA)	
17.1800	-173.868	-0.013093	
17.2000	-174.870	-0.013127	
17.2200	-175.864	-0.013158	
17.2400	-176.860	-0.013186	
17.2600	-177.858	-0.013213	
17.2800	-178.856	-0.013238	
17.3000	-179.854	-0.013262	
17.3200	-180.849	-0.013289	
17.3400	-181.842	-0.013315	
17.3600	-182.837	-0.013345	
17.3800	-183.836	-0.013376	
17.4000	-184.834	-0.013409	
17.4200	-185.831	-0.013440	
17.4400	-186.827	-0.013470	
17.4600	-187.824	-0.013497	
17.4800	-188.817	-0.013523	
17.5000	-189.811	-0.013547	
17.5200	-190.803	-0.013572	
17.5400	-191.800	-0.013599	
17.5600	-192.794	-0.013626	
17.5800	-193.790	-0.013656	
17.6000	-194.784	-0.013687	
17.6200	-195.778	-0.013720	
17.6400	-196.773	-0.013752	
17.6600	-197.772	-0.013781	
17.6800	-198.770	-0.013807	
17.7000	-199.766	-0.013834	
17.7200	-200.761	-0.013858	
17.7400	-201.755	-0.013884	
17.7600	-202.751	-0.013906	
17.7800	-203.743	-0.013932	
17.8000	-204.739	-0.013960	
17.8200	-205.735	-0.013993	
17.8400	-206.730	-0.014025	
17.8600	-207.724	-0.014051	
17.8800	-208.720	-0.014080	
17.9000	-209.712	-0.014106	
17.9200	-210.709	-0.014130	
17.9400	-211.706	-0.014151	
17.9600	-212.700	-0.014174	
17.9800	-213.697	-0.014201	
18.0000	-214.697	-0.014232	
18.0200	-215.697	-0.014260	
18.0400	-216.696	-0.014290	
18.0600	-217.698	-0.014319	
18.0800	-218.696	-0.014349	
18.1000	-219.696	-0.014377	
18.1200	-220.696	-0.014402	
18.1400	-221.696	-0.014425	
18.1600	-222.700	-0.014448	
18.1800	-223.703	-0.014474	
18.2000	-224.703	-0.014497	
18.2200	-225.707	-0.014523	
18.2400	-226.708	-0.014554	
18.2600	-227.710	-0.014585	
18.2800	-228.717	-0.014612	
18.3000	-229.719	-0.014636	
18.3200	-230.717	-0.014660	
18.3400	-231.713	-0.014679	
18.3600	-232.706	-0.014700	
18.3800	-233.702	-0.014719	
18.4000	-234.699	-0.014739	
18.4200	-235.701	-0.014763	
18.4400	-236.704	-0.014792	
18.4600	-237.705	-0.014818	
18.4800	-238.703	-0.014844	
18.5000	-239.700	-0.014868	
18.5200	-240.699	-0.014893	
18.5400	-241.695	-0.014914	
18.5600	-242.690	-0.014932	
18.5800	-243.686	-0.014952	
18.6000	-244.680	-0.014974	
18.6200	-245.673	-0.014998	
18.6400	-246.666	-0.015023	
18.6600	-247.664	-0.015052	
18.6800	-248.666	-0.015079	
18.7000	-249.668	-0.015108	
18.7200	-250.665	-0.015133	
18.7400	-251.659	-0.015155	
18.7600	-252.652	-0.015174	
18.7800	-253.645	-0.015193	
18.8000	-254.642	-0.015214	
18.8200	-255.635	-0.015242	
18.8400	-256.632	-0.015269	
18.8600	-257.626	-0.015297	
18.8800	-258.619	-0.015326	
18.9000	-259.611	-0.015352	
18.9200	-260.605	-0.015380	
18.9400	-261.602	-0.015405	
18.9600	-262.600	-0.015426	
18.9800	-263.599	-0.015447	
19.0000	-264.596	-0.015468	
19.0200	-265.592	-0.015491	
19.0400	-266.590	-0.015519	
19.0600	-267.592	-0.015545	
19.0800	-268.589	-0.015574	
19.1000	-269.587	-0.015604	
19.1200	-270.585	-0.015629	
19.1400	-271.585	-0.015652	
19.1600	-272.581	-0.015674	
19.1800	-273.579	-0.015696	
19.2000	-274.583	-0.015716	
19.2200	-275.586	-0.015739	
19.2400	-276.587	-0.015760	
19.2600	-277.585	-0.015787	
19.2800	-278.584	-0.015812	
19.3000	-279.584	-0.015840	
19.3200	-280.579	-0.015870	
19.3400	-281.573	-0.015899	
19.3600	-282.566	-0.015922	
19.3800	-283.557	-0.015946	
19.4000	-284.553	-0.015968	
19.4200	-285.548	-0.015992	
19.4400	-286.540	-0.016020	
19.4600	-287.536	-0.016045	
19.4800	-288.532	-0.016074	
19.5000	-289.531	-0.016104	
19.5200	-290.528	-0.016136	
19.5400	-291.525	-0.016167	
19.5600	-292.519	-0.016197	
19.5800	-293.516	-0.016222	
19.6000	-294.512	-0.016250	
19.6200	-295.506	-0.016275	
19.6400	-296.501	-0.016299	
19.6600	-297.500	-0.016323	
19.6800	-298.500	-0.016353	
19.7000	-299.500	-0.016385	
19.7200	-300.502	-0.016416	
19.7400	-301.502	-0.016448	
19.7600	-302.500	-0.016480	
19.7800	-303.494	-0.016510	
19.8000	-304.487	-0.016541	
19.8200	-305.482	-0.016569	
19.8400	-306.476	-0.016592	
19.8600	-307.472	-0.016615	
19.8800	-308.466	-0.016646	
19.9000	-309.460	-0.016676	
19.9200	-310.455	-0.016708	
19.9400	-311.449	-0.016745	
19.9600	-312.449	-0.016779	
19.9800	-313.444	-0.016815	
20.0000	-314.441	-0.016847	
20.0200	-315.433	-0.016876	
20.0400	-316.425	-0.016904	
20.0600	-317.419	-0.016931	
20.0800	-318.419	-0.016959	
20.1000	-319.424	-0.016992	
20.1200	-320.427	-0.017024	
20.1400	-321.425	-0.017058	
20.1600	-322.423	-0.017099	
20.1800	-323.420	-0.017139	
20.2000	-324.421	-0.017175	
20.2200	-325.426	-0.017210	
20.2400	-326.424	-0.017243	
20.2600	-327.424	-0.017272	
20.2800	-328.425	-0.017307	
20.3000	-329.426	-0.017337	
20.3200	-330.426	-0.017374	
20.3400	-331.429	-0.017411	
20.3600	-332.428	-0.017451	
20.3800	-333.427	-0.017491	
20.4000	-334.422	-0.017530	
20.4200	-335.414	-0.017567	
20.4400	-336.410	-0.017602	
20.4600	-337.409	-0.017640	
20.4800	-338.407	-0.017674	
20.5000	-339.404	-0.017710	
20.5200	-340.400	-0.017745	
20.5400	-341.397	-0.017787	
20.5600	-342.399	-0.017830	
20.5800	-343.395	-0.017874	
20.6000	-344.390	-0.017916	
20.6200	-345.382	-0.017959	
20.6400	-346.376	-0.017998	
20.6600	-347.370	-0.018038	
20.6800	-348.365	-0.018079	
20.7000	-349.362	-0.018120	
20.7200	-350.359	-0.018163	
20.7400	-351.360	-0.018209	
20.7600	-352.357	-0.018255	
20.7800	-353.350	-0.018301	
20.8000	-354.350	-0.018347	
20.8200	-355.346	-0.018393	
20.8400	-356.345	-0.018438	
20.8600	-357.337	-0.018479	
20.8800	-358.332	-0.018519	
20.9000	-359.324	-0.018564	
20.9200	-360.316	-0.018606	
20.9400	-361.313	-0.018652	
20.9600	-362.311	-0.018704	
20.9800	-363.310	-0.018754	
21.0000	-364.311	-0.018801	
21.0200	-365.309	-0.018849	
21.0400	-366.304	-0.018894	
21.0600	-367.297	-0.018940	
21.0800	-368.293	-0.018985	
21.1000	-369.294	-0.019033	
21.1200	-370.291	-0.019081	
21.1400	-371.289	-0.019131	
21.1600	-372.285	-0.019184	
21.1800	-373.286	-0.019237	
21.2000	-374.286	-0.019291	
21.2200	-375.291	-0.019344	
21.2400	-376.295	-0.019397	
21.2600	-377.297	-0.019448	
21.2800	-378.296	-0.019493	
21.3000	-379.295	-0.019543	
21.3200	-380.293	-0.019592	
21.3400	-381.292	-0.019644	
21.3600	-382.291	-0.019699	
21.3800	-383.291	-0.019753	
21.4000	-384.289	-0.019809	
21.4200	-385.285	-0.019861	
21.4400	-386.275	-0.019915	
21.4600	-387.271	-0.019968	
21.4800	-388.268	-0.020020	
21.5000	-389.262	-0.020076	
21.5200	-390.255	-0.020132	
21.5400	-391.249	-0.020185	
21.5600	-392.242	-0.020240	
21.5800	-393.237	-0.020301	
21.6000	-394.231	-0.020363	
21.6200	-395.226	-0.020426	
21.6400	-396.216	-0.020486	
21.6600	-397.209	-0.020545	
21.6800	-398.203	-0.020600	
21.7000	-399.195	-0.020656	
21.7200	-400.188	-0.020714	
21.7400	-401.184	-0.020773	
21.7600	-402.185	-0.020832	
21.7800	-403.180	-0.020891	
21.8000	-404.175	-0.020955	
21.8200	-405.172	-0.021014	
21.8400	-406.171	-0.021076	
21.8600	-407.167	-0.021136	
21.8800	-408.164	-0.021193	
21.9000	-409.156	-0.021250	
21.9200	-410.146	-0.021306	
21.9400	-411.134	-0.021359	
21.9600	-412.125	-0.021418	
21.9800	-413.122	-0.021480	
22.0000	-414.117	-0.021544	
22.0200	-415.117	-0.021611	
22.0400	-416.113	-0.021671	
22.0600	-417.110	-0.021731	
22.0800	-418.104	-0.021791	
22.1000	-419.100	-0.021848	
22.1200	-420.098	-0.021906	
22.1400	-421.094	-0.021962	
22.1600	-422.088	-0.022019	
22.1800	-423.084	-0.022080	
22.2000	-424.078	-0.022147	
22.2200	-425.075	-0.022214	
22.2400	-426.078	-0.022277	
22.2600	-427.083	-0.022340	
22.2800	-428.087	-0.022402	
22.3000	-429.086	-0.022459	
22.3200	-430.086	-0.022518	
22.3400	-431.083	-0.022575	
22.3600	-432.084	-0.022639	
22.3800	-433.082	-0.022705	
22.4000	-434.079	-0.022771	
22.4200	-435.078	-0.022838	
22.4400	-436.074	-0.022902	
22.4600	-437.068	-0.022967	
22.4800	-438.064	-0.023027	
22.5000	-439.058	-0.023085	
22.5200	-440.057	-0.023141	
22.5400	-441.056	-0.023198	
22.5600	-442.050	-0.023262	
22.5800	-443.047	-0.023328	
22.6000	-444.048	-0.023396	
22.6200	-445.047	-0.023462	
22.6400	-446.045	-0.023528	
22.6600	-447.046	-0.023590	
22.6800	-448.040	-0.023647	
22.7000	-449.036	-0.023705	
22.7200	-450.031	-0.023761	
22.7400	-451.030	-0.023820	
22.7600	-452.029	-0.023880	
22.7800	-453.032	-0.023943	
22.8000	-454.031	-0.024010	
22.8200	-455.030	-0.024075	
22.8400	-456.029	-0.024141	
22.8600	-457.026	-0.024205	
22.8800	-458.025	-0.024267	
22.9000	-459.022	-0.024325	
22.9200	-460.019	-0.024380	
22.9400	-461.010	-0.024438	
22.9600	-462.001	-0.024497	
22.9800	-462.991	-0.024559	
23.0000	-463.989	-0.024623	
23.0200	-464.986	-0.024687	
23.0400	-465.988	-0.024751	
23.0600	-466.988	-0.024815	
23.0800	-467.986	-0.024877	
23.1000	-468.980	-0.024936	
23.1200	-469.978	-0.024994	
23.1400	-470.979	-0.025051	
23.1600	-471.979	-0.025110	
23.1800	-472.976	-0.025172	
23.2000	-473.977	-0.025232	
23.2200	-474.974	-0.025296	
23.2400	-475.970	-0.025362	
23.2600	-476.971	-0.025424	
23.2800	-477.974	-0.025483	
23.3000	-478.976	-0.025544	
23.3200	-479.978	-0.025602	
23.3400	-480.976	-0.025658	
23.3600	-481.974	-0.025716	
23.3800	-482.967	-0.025774	
23.4000	-483.962	-0.025834	
23.4200	-484.962	-0.025897	
23.4400	-485.963	-0.025959	
23.4600	-486.961	-0.026026	
23.4800	-487.955	-0.026084	
23.5000	-488.951	-0.026136	
23.5200	-489.945	-0.026189	
23.5400	-490.944	-0.026243	
23.5600	-491.940	-0.026298	
23.5800	-492.939	-0.026353	
23.6000	-493.934	-0.026416	
23.6200	-494.931	-0.026476	
23.6400	-495.924	-0.026540	
23.6600	-496.923	-0.026603	
23.6800	-497.918	-0.026661	
23.7000	-498.914	-0.026720	
23.7200	-499.910	-0.026774	
23.7400	-500.904	-0.026827	
23.7600	-501.897	-0.026883	
23.7800	-502.890	-0.026940	
23.8000	-503.886	-0.027001	
23.8200	-504.887	-0.027064	
23.8400	-505.885	-0.027129	
23.8600	-506.882	-0.027193	
23.8800	-507.880	-0.027254	
23.9000	-508.876	-0.027314	
23.9200	-509.873	-0.027372	
23.9400	-510.865	-0.027427	
23.9600	-511.858	-0.027482	
23.9800	-512.851	-0.027537	
24.0000	-513.844	-0.027595	
24.0200	-514.841	-0.027653	
24.0400	-515.839	-0.027717	
24.0600	-516.835	-0.027779	
24.0800	-517.834	-0.027839	
24.1000	-518.830	-0.027895	
24.1200	-519.826	-0.027950	
24.1400	-520.821	-0.028007	
24.1600	-521.818	-0.028065	
24.1800	-522.817	-0.028120	
24.2000	-523.818	-0.028176	
24.2200	-524.819	-0.028234	
24.2400	-525.818	-0.028292	
24.2600	-526.820	-0.028353	
24.2800	-527.820	-0.028412	
24.3000	-528.823	-0.028472	
24.3200	-529.827	-0.028529	
24.3400	-530.827	-0.028586	
24.3600	-531.829	-0.028638	
24.3800	-532.829	-0.028697	
24.4000	-533.828	-0.028754	
24.4200	-534.830	-0.028810	
24.4400	-535.831	-0.028868	
24.4600	-536.831	-0.028927	
24.4800	-537.828	-0.028980	
24.5000	-538.821	-0.029035	
24.5200	-539.814	-0.029090	
24.5400	-540.806	-0.029143	
24.5600	-541.803	-0.029194	
24.5800	-542.800	-0.029246	
24.6000	-543.801	-0.029299	
24.6200	-544.797	-0.029352	
24.6400	-545.798	-0.029409	
24.6600	-546.794	-0.029466	
24.6800	-547.789	-0.029523	
24.7000	-548.787	-0.029575	
24.7200	-549.783	-0.029625	
24.7400	-550.776	-0.029675	
24.7600	-551.772	-0.029725	
24.7800	-552.768	-0.029775	
24.8000	-553.763	-0.029827	
24.8200	-554.762	-0.029876	
24.8400	-555.762	-0.029933	
24.8600	-556.760	-0.029991	
24.8800	-557.759	-0.030045	
24.9000	-558.756	-0.030096	
24.9200	-559.753	-0.030143	
24.9400	-560.745	-0.030189	
24.9600	-561.738	-0.030236	
24.9800	-562.730	-0.030284	
25.0000	-563.726	-0.030333	
25.0200	-564.719	-0.030384	
25.0400	-565.715	-0.030438	
25.0600	-566.715	-0.030491	
25.0800	-567.712	-0.030542	
25.1000	-568.708	-0.030595	
25.1200	-569.707	-0.030641	
25.1400	-570.703	-0.030688	
25.1600	-571.697	-0.030729	
25.1800	-572.695	-0.030771	
25.2000	-573.692	-0.030818	
25.2200	-574.692	-0.030863	
25.2400	-575.688	-0.030916	
25.2600	-576.687	-0.030971	
25.2800	-577.681	-0.031018	
25.3000	-578.682	-0.031065	
25.3200	-579.682	-0.031107	
25.3400	-580.687	-0.031146	
25.3600	-581.685	-0.031184	
25.3800	-582.681	-0.031225	
25.4000	-583.676	-0.031267	
25.4200	-584.676	-0.031305	
25.4400	-585.675	-0.031350	
25.4600	-586.673	-0.031395	
25.4800	-587.671	-0.031439	
25.5000	-588.667	-0.031478	
25.5200	-589.660	-0.031516	
25.5400	-590.651	-0.031552	
25.5600	-591.643	-0.031585	
25.5800	-592.637	-0.031618	
25.6000	-593.638	-0.031653	
25.6200	-594.633	-0.031688	
25.6400	-595.626	-0.031726	
25.6600	-596.615	-0.031768	
25.6800	-597.611	-0.031805	
25.7000	-598.608	-0.031839	
25.7200	-599.607	-0.031872	
25.7400	-600.600	-0.031902	
25.7600	-601.593	-0.031931	
25.7800	-602.587	-0.031960	
25.8000	-603.579	-0.031990	
25.8200	-604.573	-0.032020	
25.8400	-605.570	-0.032052	
25.8600	-606.568	-0.032087	
25.8800	-607.566	-0.032120	
25.9000	-608.563	-0.032154	
25.9200	-609.554	-0.032180	
25.9400	-610.549	-0.032204	
25.9600	-611.541	-0.032228	
25.9800	-612.537	-0.032248	
26.0000	-613.530	-0.032267	
26.0200	-614.525	-0.032291	
26.0400	-615.514	-0.032314	
26.0600	-616.507	-0.032342	
26.0800	-617.501	-0.032370	
26.1000	-618.498	-0.032396	
26.1200	-619.497	-0.032416	
26.1400	-620.494	-0.032438	
26.1600	-621.492	-0.032456	
26.1800	-622.486	-0.032471	
26.2000	-623.485	-0.032486	
26.2200	-624.480	-0.032499	
26.2400	-625.482	-0.032521	
26.2600	-626.479	-0.032544	
26.2800	-627.481	-0.032567	
26.3000	-628.481	-0.032587	
26.3200	-629.480	-0.032607	
26.3400	-630.479	-0.032623	
26.3600	-631.482	-0.032637	
26.3800	-632.487	-0.032649	
26.4000	-633.487	-0.032657	
26.4200	-634.490	-0.032668	
26.4400	-635.490	-0.032686	
26.4600	-636.490	-0.032704	
26.4800	-637.487	-0.032724	
26.5000	-638.490	-0.032738	
26.5200	-639.488	-0.032752	
26.5400	-640.487	-0.032764	
26.5600	-641.481	-0.032768	
26.5800	-642.480	-0.032770	
26.6000	-643.474	-0.032773	
26.6200	-644.470	-0.032777	
26.6400	-645.466	-0.032786	
26.6600	-646.461	-0.032795	
26.6800	-647.457	-0.032807	
26.7000	-648.452	-0.032816	
26.7200	-649.451	-0.032824	
26.7400	-650.444	-0.032827	
26.7600	-651.440	-0.032828	
26.7800	-652.435	-0.032825	
26.8000	-653.429	-0.032820	
26.8200	-654.423	-0.032819	
26.8400	-655.420	-0.032821	
26.8600	-656.422	-0.032824	
26.8800	-657.425	-0.032826	
26.9000	-658.428	-0.032833	
26.9200	-659.424	-0.032830	
26.9400	-660.421	-0.032834	
26.9600	-661.418	-0.032830	
26.9800	-662.418	-0.032828	
27.0000	-663.418	-0.032824	
27.0200	-664.413	-0.032818	
27.0400	-665.406	-0.032814	
27.0600	-666.399	-0.032813	
27.0800	-667.395	-0.032814	
27.1000	-668.388	-0.032814	
27.1200	-669.389	-0.032814	
27.1400	-670.389	-0.032814	
27.1600	-671.384	-0.032809	
27.1800	-672.374	-0.032804	
27.2000	-673.368	-0.032798	
27.2200	-674.360	-0.032791	
27.2400	-675.361	-0.032791	
27.2600	-676.363	-0.032788	
27.2800	-677.363	-0.032787	
27.3000	-678.359	-0.032784	
27.3200	-679.355	-0.032778	
27.3400	-680.354	-0.032774	
27.3600	-681.353	-0.032772	
27.3800	-682.359	-0.032765	
27.4000	-683.361	-0.032752	
27.4200	-684.365	-0.032744	
27.4400	-685.365	-0.032738	
27.4600	-686.365	-0.032729	
27.4800	-687.365	-0.032725	
27.5000	-688.368	-0.032721	
27.5200	-689.367	-0.032718	
27.5400	-690.363	-0.032713	
27.5600	-691.359	-0.032704	
27.5800	-692.348	-0.032694	
27.6000	-693.345	-0.032683	
27.6200	-694.343	-0.032669	
27.6400	-695.340	-0.032664	
27.6600	-696.337	-0.032657	
27.6800	-697.336	-0.032652	
27.7000	-698.331	-0.032649	
27.7200	-699.325	-0.032648	
27.7400	-700.316	-0.032642	
27.7600	-701.308	-0.032634	
27.7800	-702.301	-0.032630	
27.8000	-703.298	-0.032620	
27.8200	-704.291	-0.032610	
27.8400	-705.287	-0.032601	
27.8600	-706.284	-0.032593	
27.8800	-707.281	-0.032588	
27.9000	-708.283	-0.032588	
27.9200	-709.277	-0.032586	
27.9400	-710.272	-0.032585	
27.9600	-711.265	-0.032579	
27.9800	-712.261	-0.032570	
28.0000	-713.252	-0.032563	
28.0200	-714.246	-0.032538	
28.0400	-715.126	-0.032475	
28.0600	-715.885	-0.032383	
28.0800	-716.520	-0.032268	
28.1000	-717.028	-0.032133	
28.1200	-717.409	-0.031975	
28.1400	-717.668	-0.031802	
28.1600	-717.808	-0.031612	
28.1800	-717.820	-0.031396	
28.2000	-717.703	-0.031162	
28.2200	-717.464	-0.030908	
28.2400	-717.102	-0.030641	
28.2600	-716.613	-0.030356	
28.2800	-716.005	-0.030057	
28.3000	-715.268	-0.029748	
28.3200	-714.410	-0.029423	
28.3400	-713.424	-0.029100	
28.3600	-712.430	-0.028803	
28.3800	-711.436	-0.028526	
28.4000	-710.441	-0.028262	
28.4200	-709.449	-0.028003	
28.4400	-708.454	-0.027759	
28.4600	-707.458	-0.027517	
28.4800	-706.460	-0.027281	
28.5000	-705.464	-0.027057	
28.5200	-704.468	-0.026837	
28.5400	-703.475	-0.026626	
28.5600	-702.480	-0.026416	
28.5800	-701.485	-0.026214	
28.6000	-700.490	-0.026015	
28.6200	-699.492	-0.025824	
28.6400	-698.503	-0.025637	
28.6600	-697.506	-0.025453	
28.6800	-696.509	-0.025272	
28.7000	-695.510	-0.025095	
28.7200	-694.511	-0.024916	
28.7400	-693.510	-0.024743	
28.7600	-692.516	-0.024569	
28.7800	-691.521	-0.024399	
28.8000	-690.523	-0.024230	
28.8200	-689.522	-0.024065	
28.8400	-688.523	-0.023901	
28.8600	-687.520	-0.023740	
28.8800	-686.522	-0.023585	
28.9000	-685.522	-0.023434	
28.9200	-684.521	-0.023284	
28.9400	-683.521	-0.023137	
28.9600	-682.517	-0.022991	
28.9800	-681.517	-0.022847	
29.0000	-680.519	-0.022704	
29.0200	-679.520	-0.022560	
29.0400	-678.524	-0.022421	
29.0600	-677.527	-0.022285	
29.0800	-676.525	-0.022147	
29.1000	-675.523	-0.022014	
29.1200	-674.526	-0.021884	
29.1400	-673.529	-0.021754	
29.1600	-672.534	-0.021627	
29.1800	-671.541	-0.021504	
29.2000	-670.543	-0.021382	
29.2200	-669.548	-0.021258	
29.2400	-668.554	-0.021134	
29.2600	-667.557	-0.021013	
29.2800	-666.563	-0.020889	
29.3000	-665.567	-0.020763	
29.3200	-664.571	-0.020642	
29.3400	-663.576	-0.020521	
29.3600	-662.580	-0.020401	
29.3800	-661.582	-0.020281	
29.4000	-660.589	-0.020164	
29.4200	-659.594	-0.020049	
29.4400	-658.597	-0.019937	
29.4600	-657.601	-0.019828	
29.4800	-656.603	-0.019719	
29.5000	-655.604	-0.019610	
29.5200	-654.608	-0.019501	
29.5400	-653.608	-0.019391	
29.5600	-652.609	-0.019287	
29.5800	-651.614	-0.019176	
29.6000	-650.615	-0.019071	
29.6200	-649.617	-0.018967	
29.6400	-648.620	-0.018860	
29.6600	-647.624	-0.018759	
29.6800	-646.627	-0.018660	
29.7000	-645.631	-0.018562	
29.7200	-644.631	-0.018464	
29.7400	-643.633	-0.018367	
29.7600	-642.632	-0.018272	
29.7800	-641.635	-0.018175	
29.8000	-640.636	-0.018079	
29.8200	-639.640	-0.017980	
29.8400	-638.645	-0.017881	
29.8600	-637.649	-0.017787	
29.8800	-636.650	-0.017692	
29.9000	-635.653	-0.017596	
29.9200	-634.654	-0.017505	
29.9400	-633.658	-0.017413	
29.9600	-632.659	-0.017328	
29.9800	-631.655	-0.017240	
30.0000	-630.650	-0.017153	
30.0200	-629.648	-0.017066	
30.0400	-628.647	-0.016981	
30.0600	-627.651	-0.016897	
30.0800	-626.654	-0.016807	
30.1000	-625.655	-0.016718	
30.1200	-624.658	-0.016633	
30.1400	-623.659	-0.016549	
30.1600	-622.658	-0.016464	
30.1800	-621.661	-0.016380	
30.2000	-620.667	-0.016294	
30.2200	-619.668	-0.016217	
30.2400	-618.675	-0.016136	
30.2600	-617.680	-0.016059	
30.2800	-616.681	-0.015979	
30.3000	-615.690	-0.015899	
30.3200	-614.702	-0.015821	
30.3400	-613.709	-0.015743	
30.3600	-612.715	-0.015661	
30.3800	-611.716	-0.015576	
30.4000	-610.722	-0.015499	
30.4200	-609.728	-0.015421	
30.4400	-608.734	-0.015343	
30.4600	-607.741	-0.015267	
30.4800	-606.745	-0.015194	
30.5000	-605.746	-0.015119	
30.5200	-604.748	-0.015046	
30.5400	-603.754	-0.014973	
30.5600	-602.755	-0.014903	
30.5800	-601.762	-0.014829	
30.6000	-600.770	-0.014756	
30.6200	-599.773	-0.014683	
30.6400	-598.775	-0.014609	
30.6600	-597.780	-0.014536	
30.6800	-596.787	-0.014463	
30.7000	-595.795	-0.014395	
30.7200	-594.804	-0.014326	
30.7400	-593.805	-0.014256	
30.7600	-592.808	-0.014187	
30.7800	-591.812	-0.014116	
30.8000	-590.818	-0.014048	
30.8200	-589.824	-0.013982	
30.8400	-588.827	-0.013920	
30.8600	-587.829	-0.013852	
30.8800	-586.833	-0.013780	
30.9000	-585.830	-0.013711	
30.9200	-584.832	-0.013642	
30.9400	-583.836	-0.013575	
30.9600	-582.839	-0.013509	
30.9800	-581.838	-0.013442	
31.0000	-580.838	-0.013380	
31.0200	-579.833	-0.013317	
31.0400	-578.828	-0.013251	
31.0600	-577.832	-0.013194	
31.0800	-576.834	-0.013133	
31.1000	-575.837	-0.013074	
31.1200	-574.839	-0.013013	
31.1400	-573.843	-0.012950	
31.1600	-572.847	-0.012883	
31.1800	-571.849	-0.012819	
31.2000	-570.851	-0.012758	
31.2200	-569.855	-0.012698	
31.2400	-568.858	-0.012640	
31.2600	-567.858	-0.012581	
31.2800	-566.860	-0.012523	
31.3000	-565.865	-0.012466	
31.3200	-564.869	-0.012410	
31.3400	-563.878	-0.012354	
31.3600	-562.883	-0.012300	
31.3800	-561.888	-0.012237	
31.4000	-560.889	-0.012178	
31.4200	-559.892	-0.012120	
31.4400	-558.894	-0.012061	
31.4600	-557.894	-0.012005	
31.4800	-556.898	-0.011949	
31.5000	-555.900	-0.011897	
31.5200	-554.900	-0.011842	
31.5400	-553.900	-0.011790	
31.5600	-552.903	-0.011735	
31.5800	-551.908	-0.011683	
31.6000	-550.910	-0.011634	
31.6200	-549.916	-0.011584	
31.6400	-548.919	-0.011533	
31.6600	-547.920	-0.011480	
31.6800	-546.924	-0.011429	
31.7000	-545.926	-0.011378	
31.7200	-544.928	-0.011325	
31.7400	-543.933	-0.011273	
31.7600	-542.940	-0.011222	
31.7800	-541.944	-0.011172	
31.8000	-540.944	-0.011122	
31.8200	-539.950	-0.011072	
31.8400	-538.957	-0.011024	
31.8600	-537.966	-0.010978	
31.8800	-536.971	-0.010933	
31.9000	-535.973	-0.010885	
31.9200	-534.978	-0.010836	
31.9400	-533.978	-0.010784	
31.9600	-532.980	-0.010735	
31.9800	-531.985	-0.010686	
32.0000	-530.985	-0.010639	
32.0200	-529.983	-0.010591	
32.0400	-528.984	-0.010548	
32.0600	-527.980	-0.010504	
32.0800	-526.977	-0.010461	
32.1000	-525.979	-0.010420	
32.1200	-524.980	-0.010380	
